0.0,0.0,0.0,0.0
-71.12,11.43,-5.08,1.27
-99.12,15.93,-12.39,1.77
-109.76,17.64,-15.68,1.96
-86.35,14.13,-4.71,1.57
-84.7,13.86,-9.24,1.54
-61.6,10.08,-10.08,1.12
-89.64,14.94,-4.98,1.66
-95.58,15.93,-10.62,1.77
-95.58,15.93,-15.93,1.77
-103.88,17.64,-5.88,1.96
-71.55,12.15,-8.1,1.35
-104.41,17.73,-17.73,1.97
-93.08,16.11,-5.37,1.79
-72.8,12.6,-5.6,1.4
-58.24,10.08,-6.72,1.12
-60.32,10.44,-9.28,1.16
-75.48,13.32,-5.92,1.48
-76.5,13.5,-7.5,1.5
-72.93,12.87,-8.58,1.43
-61.2,10.8,-8.4,1.2
-69.36,12.24,-10.88,1.36
-65.28,11.52,-11.52,1.28
-68.64,12.87,-4.29,1.43
-55.68,10.44,-4.64,1.16
-64.32,12.06,-6.7,1.34
-88.8,16.65,-11.1,1.85
-77.28,14.49,-11.27,1.61
-85.44,16.02,-14.24,1.78
-78.24,14.67,-14.67,1.63
-51.7,9.9,-4.4,1.1
-62.1,12.15,-4.05,1.35
-54.9,10.98,-3.66,1.22
-67.32,13.77,-4.59,1.53
-47.52,9.72,-4.32,1.08
-49.02,10.26,-4.56,1.14
-77.83,16.29,-9.05,1.81
-73.53,15.39,-10.26,1.71
-76.11,15.93,-12.39,1.77
-61.92,12.96,-11.52,1.44
-57.19,11.97,-11.97,1.33
-61.32,13.14,-4.38,1.46
-45.78,9.81,-4.36,1.09
-62.32,13.68,-4.56,1.52
-70.0,15.75,-5.25,1.75
-46.8,10.8,-3.6,1.2
-52.26,12.06,-5.36,1.34
-76.0,18.0,-8.0,2.0
-39.14,9.27,-5.15,1.03
-58.9,13.95,-9.3,1.55
-47.12,11.16,-8.68,1.24
-50.92,12.06,-10.72,1.34
-49.78,11.79,-11.79,1.31
-54.6,14.04,1.56,1.56
-51.8,13.32,-0.0,1.48
-69.65,17.91,-1.99,1.99
-67.9,17.46,-3.88,1.94
-45.85,11.79,-3.93,1.31
-68.25,17.55,-7.8,1.95
-54.6,14.04,-7.8,1.56
-49.0,12.6,-8.4,1.4
-59.15,15.21,-11.83,1.69
-38.85,9.99,-8.88,1.11
-65.8,16.92,-16.92,1.88
-63.92,16.92,-7.52,1.88
-47.6,12.6,-11.2,1.4
-42.57,11.61,-3.87,1.29
-65.34,17.82,-17.82,1.98
-48.64,13.68,-4.56,1.52
-42.56,11.97,-11.97,1.33
-46.5,13.5,15.0,1.5
-43.71,12.69,12.69,1.41
-46.81,13.59,-4.53,1.51
-52.39,15.21,-6.76,1.69
-59.52,17.28,-15.36,1.92
-50.22,14.58,-14.58,1.62
-42.9,12.87,11.44,1.43
-30.6,9.18,7.14,1.02
-51.9,15.57,-5.19,1.73
-55.2,16.56,-7.36,1.84
-32.4,9.72,-5.4,1.08
-31.5,9.45,-6.3,1.05
-48.3,14.49,-11.27,1.61
-60.0,18.0,-16.0,2.0
-42.05,13.05,8.7,1.45
-29.87,9.27,5.15,1.03
-51.24,16.47,7.32,1.83
-35.64,11.88,7.92,1.32
-48.06,16.02,8.9,1.78
-50.44,17.46,15.52,1.94
-38.22,13.23,10.29,1.47
-26.25,9.45,10.5,1.05
-44.0,15.84,15.84,1.76
-43.7,17.1,-5.7,1.9
-38.64,15.12,-6.72,1.68
-31.05,12.15,-6.75,1.35
-23.0,9.0,-6.0,1.0
-43.01,16.83,-13.09,1.87
-35.65,13.95,-12.4,1.55
-24.61,9.63,-9.63,1.07
-28.06,10.98,-12.2,1.22
-31.51,12.33,-15.07,1.37
-37.95,14.85,-19.8,1.65
-43.78,17.91,25.87,1.99
-42.24,17.28,19.2,1.92
-30.58,12.51,12.51,1.39
-35.42,14.49,12.88,1.61
-41.8,17.1,13.3,1.9
-39.38,16.11,10.74,1.79
-22.22,9.09,5.05,1.01
-42.46,17.37,7.72,1.93
-34.54,14.13,-6.28,1.57
-34.54,14.13,-12.56,1.57
-23.73,10.17,-3.39,1.13
-28.35,12.15,-12.15,1.35
-35.6,16.02,-5.34,1.78
-39.2,17.64,-17.64,1.96
-25.46,12.06,13.4,1.34
-32.11,15.21,15.21,1.69
-31.54,14.94,13.28,1.66
-22.61,10.71,8.33,1.19
-29.45,13.95,9.3,1.55
-28.31,13.41,7.45,1.49
-22.04,10.44,-3.48,1.16
-35.15,16.65,-7.4,1.85
-23.37,11.07,-9.84,1.23
-32.11,15.21,-15.21,1.69
-22.5,11.25,5.0,1.25
-27.9,13.95,-6.2,1.55
-34.56,17.28,-9.6,1.92
-19.08,9.54,-6.36,1.06
-30.78,15.39,-11.97,1.71
-26.64,13.32,-11.84,1.48
-19.55,10.35,4.6,1.15
-23.04,12.96,5.76,1.44
-15.15,9.09,5.05,1.01
-29.85,17.91,-7.96,1.99
-17.85,10.71,-5.95,1.19
-27.3,16.38,-10.92,1.82
-19.8,11.88,-9.24,1.32
-26.55,15.93,-14.16,1.77
-22.96,14.76,16.4,1.64
-16.8,10.8,10.8,1.2
-18.62,11.97,10.64,1.33
-17.5,11.25,8.75,1.25
-27.72,17.82,11.88,1.98
-23.24,14.94,8.3,1.66
-22.54,14.49,6.44,1.61
-23.66,15.21,-5.07,1.69
-21.98,14.13,-6.28,1.57
-20.16,12.96,-8.64,1.44
-15.82,10.17,-9.04,1.13
-16.8,10.8,-10.8,1.2
-25.48,17.64,-5.88,1.96
-16.12,11.16,-7.44,1.24
-18.33,12.69,-12.69,1.41
-24.0,18.0,-6.0,2.0
-15.24,11.43,-7.62,1.27
-13.8,10.35,-10.35,1.15
-19.25,15.75,-5.25,1.75
-13.75,11.25,-5.0,1.25
-21.45,17.55,-11.7,1.95
-11.55,9.45,-9.45,1.05
-14.9,13.41,-5.96,1.49
-12.4,11.16,-6.2,1.24
-18.2,16.38,-10.92,1.82
-18.1,16.29,-14.48,1.81
-8.19,10.53,15.21,1.17
-9.94,12.78,17.04,1.42
-11.34,14.58,17.82,1.62
