0.0,0.0,0.0,0.0
-95.2,168.3,-6.8,1.7
-66.64,117.81,-8.33,1.19
-85.68,151.47,-12.24,1.53
-101.75,183.15,-5.55,1.85
-74.25,133.65,-8.1,1.35
-76.45,137.61,-12.51,1.39
-81.0,148.5,-4.5,1.5
-97.74,179.19,-10.86,1.81
-82.08,150.48,-13.68,1.52
-83.74,156.42,-4.74,1.58
-105.47,197.01,-11.94,1.99
-53.0,99.0,-9.0,1.0
-68.12,129.69,-3.93,1.31
-99.84,190.08,-7.68,1.92
-97.76,186.12,-11.28,1.88
-98.8,188.1,-15.2,1.9
-80.07,155.43,-6.28,1.57
-89.76,174.24,-8.8,1.76
-84.66,164.34,-9.96,1.66
-73.44,142.56,-10.08,1.44
-85.17,165.33,-13.36,1.67
-60.18,116.82,-10.62,1.18
-65.28,134.64,-4.08,1.36
-87.36,180.18,-7.28,1.82
-59.04,121.77,-6.15,1.23
-92.16,190.08,-11.52,1.92
-64.32,132.66,-9.38,1.34
-77.28,159.39,-12.88,1.61
-53.76,110.88,-10.08,1.12
-48.88,102.96,-4.16,1.04
-88.32,190.08,-5.76,1.92
-88.2,194.04,-5.88,1.96
-58.08,130.68,-3.96,1.32
-84.92,191.07,-7.72,1.93
-56.33,129.69,-5.24,1.31
-50.31,115.83,-5.85,1.17
-75.68,174.24,-10.56,1.76
-56.76,130.68,-9.24,1.32
-81.7,188.1,-15.2,1.9
-61.06,140.58,-12.78,1.42
-76.02,179.19,-5.43,1.81
-52.5,123.75,-5.0,1.25
-61.5,148.5,-4.5,1.5
-58.4,144.54,-4.38,1.46
-51.09,129.69,-3.93,1.31
-44.07,111.87,-4.52,1.13
-46.36,120.78,-4.88,1.22
-53.96,140.58,-7.1,1.42
-48.26,125.73,-7.62,1.27
-65.74,171.27,-12.11,1.73
-74.1,193.05,-15.6,1.95
-49.78,129.69,-11.79,1.31
-37.8,106.92,1.08,1.08
-70.0,198.0,-0.0,2.0
-39.9,112.86,-1.14,1.14
-41.3,116.82,-2.36,1.18
-50.75,143.55,-4.35,1.45
-53.2,150.48,-6.08,1.52
-60.2,170.28,-8.6,1.72
-54.25,153.45,-9.3,1.55
-67.55,191.07,-13.51,1.93
-52.85,149.49,-12.08,1.51
-48.65,137.61,-12.51,1.39
-63.58,185.13,-7.48,1.87
-67.32,196.02,-15.84,1.98
-50.16,150.48,-4.56,1.52
-33.0,99.0,-9.0,1.0
-63.36,196.02,-5.94,1.98
-36.8,113.85,-10.35,1.15
-38.13,121.77,12.3,1.23
-47.43,151.47,13.77,1.53
-52.08,166.32,-5.04,1.68
-51.77,165.33,-6.68,1.67
-56.11,179.19,-14.48,1.81
-46.19,147.51,-13.41,1.49
-45.3,149.49,12.08,1.51
-34.2,112.86,7.98,1.14
-51.0,168.3,-5.1,1.7
-54.9,181.17,-7.32,1.83
-41.1,135.63,-6.85,1.37
-53.1,175.23,-10.62,1.77
-52.5,173.25,-12.25,1.75
-49.5,163.35,-13.2,1.65
-29.87,101.97,6.18,1.03
-57.71,197.01,9.95,1.99
-40.04,141.57,5.72,1.43
-53.19,195.03,11.82,1.97
-43.2,158.4,8.0,1.6
-44.72,170.28,13.76,1.72
-35.1,133.65,9.45,1.35
-49.25,195.03,19.7,1.97
-38.0,150.48,13.68,1.52
-26.45,113.85,-3.45,1.15
-30.36,130.68,-5.28,1.32
-38.64,166.32,-8.4,1.68
-41.86,180.18,-10.92,1.82
-39.1,168.3,-11.9,1.7
-33.58,144.54,-11.68,1.46
-43.93,189.09,-17.19,1.91
-41.17,177.21,-17.9,1.79
-39.56,170.28,-18.92,1.72
-23.69,101.97,-12.36,1.03
-23.54,105.93,13.91,1.07
-23.1,103.95,10.5,1.05
-24.2,108.9,9.9,1.1
-22.88,102.96,8.32,1.04
-33.66,151.47,10.71,1.53
-28.16,126.72,7.68,1.28
-34.54,155.43,7.85,1.57
-37.18,167.31,6.76,1.69
-34.1,153.45,-6.2,1.55
-34.54,155.43,-12.56,1.57
-30.45,143.55,-4.35,1.45
-26.04,122.76,-11.16,1.24
